id,user_name,post_message,num_like_post,num_comment_post,num_share_post,label,user_name_labelEncoder,user_name_freq,post_message_preproced
1236,6a0f13a226453d5eea941ca79b71e333,"Sau dịch Covid-19, hầu hết các khách sạn và nhà cho thuê tại khu vực phố cổ Hà Nội vẫn rơi vào tình cảnh ế ẩm. Mặt tiền một số địa điểm đã được người dân “tận dụng” để kinh doanh trà đá vỉa hè.
",15,3,0,0,1719,8,dịch covid khách_sạn thuê khu_vực phố cổ hà_nội rơi tình_cảnh ẩm mặt_tiền địa_điểm người_dân “ tận_dụng ” kinh_doanh trà đá vỉa_hè
622,-7845741394264275968,"📌THÔNG TIN CÁC CA BỆNH COVID-19 Tới 18h00 chiều nay (28/3), đã ghi nhận thêm 5 trường hợp mắc mới, nâng tổng số người mắc COVID-19 của Việt Nam lên 174. Ba trong số đó liên quan tới Bệnh viện Bạch Mai (Hà Nội), 1 ca có thời gian sống trong cộng đồng và 1 ca  được cách ly ngay sau khi nhập cảnh. CA BỆNH 170 (BN170): Bệnh nhân nam, 27 tuổi, có địa chỉ tại Định Hoá, huyện Kim Sơn, tỉnh Ninh Bình, nghề nghiệp: lao động tự do (làm thạch cao).... Đầu tháng 3/2020, bệnh nhân làm trần thạch cao trong khu đô thị mới của Vingroup ở huyện Gia Lâm. Tại đây bệnh nhân ở cùng 04 người, hàng ngày chủ yếu tiếp xúc với 4 người này và một người giám sát trông công trình. Thời điểm này bệnh nhân khỏe mạnh, không ho, không sốt. Khoảng ngày 14-15/3/2020, bệnh nhân biết tin bố ốm nên về quê. Bệnh nhân bắt xe Grab (nhưng không đặt xe trên điện thoại) từ Gia Lâm đến bến xe Giáp Bát, lúc 9h30 bệnh nhân lên xe của nhà xe Đức Long và về đến nhà khoảng 12h cùng ngày. Bệnh nhân ở nhà và không đi đâu trong thời gian khoảng 5-6 ngày (không ho, không sốt, không khó thở). Đến sáng ngày 20/3, bệnh nhân cùng hai người chú, thuê xe đến Bệnh viện Đa khoa tỉnh Ninh Bình để chuyển bố lên Bệnh viện Bạch Mai (Hà Nội). Khoảng 12h cùng ngày, bố của bệnh nhân được đưa vào Khoa Cấp cứu A9 - Bệnh viện Bạch Mai. Bệnh nhân và bố ở đây khoảng 1.5-2h, sau đó bố của bệnh nhân được chuyển đến Khoa Tiêu hoá ở tầng 3. Từ 20-22/3, bệnh nhân  đến mua và ăn cơm 5 lần ở quầy số 1 căng tin Bệnh viện Bạch Mai. Sáng ngày 22/3/2020, bệnh nhân đi xe ôm từ Bệnh viện Bạch Mai tới bến xe Giáp Bát, 9h30 lên xe Đức Long và về đến quê lúc 12h, vợ ra đón về.  Tối cùng ngày, bệnh nhân bị sốt 38.5 độ C,  được anh vợ chở vào Bệnh viện Đa khoa huyện Kim Sơn tối ngày 23/3/2020. Vào 10h30 ngày 25/3/2020, bệnh nhân được lấy mẫu xét nghiệm và có kết quả ban đầu dương tính với virus SARS-CoV-2. CA BỆNH 171 (BN171):Bệnh nhân nữ, quốc tịch Việt Nam, 19 tuổi, là du học sinh tại Mỹ, có địa chỉ tại phường 11, quận 10, TP. Hồ Chí Minh. Bệnh nhân từ Mỹ về, quá cảnh ở Philippines, nhập cảnh Việt Nam ngày 13/3/2020. Khi nhập cảnh, bệnh nhân không có triệu chứng và được yêu cầu cách ly tại nhà. Ngày 24/3/2020, Trung tâm Y tế Quận 10, TP. Hồ Chí Minh tiến hành lấy mẫu theo diện điều tra cộng đồng những người từ Mỹ và Đông Nam Á trở về. Bệnh viện Bệnh Nhiệt đới TP. Hồ Chí Minh kết luận mẫu bệnh phẩm của bệnh nhân dương tính với virus SARS-Cov-2 vào ngày 28/3/2020. Hiện bệnh nhân đang được cách ly tại nhà. CA BỆNH 172 (BN 172): nữ, quốc tịch Việt Nam, là con dâu bệnh nhân số 133, chăm sóc bệnh nhân 23 ngày. Hiện nay bệnh nhân không ho, không sốt, không khó thở. CA BỆNH 173 (BN 173): Nữ, quốc tịch Việt Nam,  sống và làm việc Mátxcơva (LB Nga) về nước ngày 25/3/2020, được chuyển đến  khu cách ly tập trung tại trường Đại học FPT ở  Hòa Lạc, huyện Thạch Thất, Hà Nội.  Bệnh nhân xuất hiện sốt khoảng 38 độcC, kèm theo ho nhiều, đau mỏi người, đã được nhập viện. CA BỆNH 174 (BN 174): Nữ, quốc tịch Việt Nam. Bệnh nhân làm việc tại nhà ăn Bệnh viện Bạch Mai, có tiếp xúc với nhiều người. Hai ngày nay bệnh nhân xuất hiện sốt từng cơn, sốt nóng  38,6 độ C, ho húng hắng có đờm trắng , không chảy nước mũi, không đau mỏi người, đã được nhập viện.  Bộ Y tế đề nghị người dân thực hiện tốt 5 điểm sau đây: 1. Hạn chế tối đa ra ngoài, chỉ ra ngoài khi thực sự cần thiết. 2. Nếu buộc phải ra ngoài luôn luôn đeo khẩu trang, hãy giữ khoảng cách tiếp xúc, tốt nhất là 2m. 3. Thường xuyên rửa tay bằng xà phòng hoặc dung dịch sát khuẩn. 4. Thường xuyên vệ sinh nhà cửa, lau rửa thường xuyên, để thông thoáng, sinh hoạt lành mạnh. 5. Thực hiện khai báo y tế, cập nhật tình hình sức khỏe hàng ngày, giữ liên hệ thường xuyên với cán bộ y tế, cơ sở y tế. Xem thêm",33000,1500,3100,0,187,41,📌thông ca bệnh covid chiều ghi_nhận trường_hợp mắc nâng tổng_số mắc covid việt_nam bệnh_viện bạch mai hà_nội ca sống cộng_đồng ca cách_ly nhập_cảnh ca bệnh bn bệnh_nhân nam địa_chỉ định_hoá huyện kim_sơn tỉnh ninh_bình nghề_nghiệp lao_động tự_do thạch_cao đầu bệnh_nhân trần thạch_cao khu đô_thị vingroup huyện gia_lâm bệnh_nhân hàng chủ_yếu tiếp_xúc giám_sát trông công_trình bệnh_nhân khoẻ_mạnh ho sốt bệnh_nhân bố ốm quê bệnh_nhân bắt xe grab xe điện_thoại gia_lâm bến_xe giáp bát bệnh_nhân xe nhà_xe đức long bệnh_nhân đi ho sốt thở bệnh_nhân hai thuê xe bệnh_viện đa_khoa tỉnh ninh_bình bố bệnh_viện bạch mai hà_nội bố bệnh_nhân khoa cấp_cứu bệnh_viện bạch mai bệnh_nhân bố bố bệnh_nhân khoa tiêu_hoá tầng bệnh_nhân mua cơm quầy căng_tin bệnh_viện bạch mai bệnh_nhân đi xe_ôm bệnh_viện bạch mai tới_bến xe giáp bát xe đức long quê vợ đón tối bệnh_nhân sốt độ vợ chở bệnh_viện đa_khoa huyện kim_sơn tối_ngày bệnh_nhân mẫu xét_nghiệm kết_quả ban_đầu dương_tính virus sarscov ca bệnh bn bệnh_nhân nữ quốc_tịch việt_nam du_học_sinh mỹ địa_chỉ phường tp hồ_chí_minh bệnh_nhân mỹ quá_cảnh philipines nhập_cảnh việt_nam nhập_cảnh bệnh_nhân triệu_chứng cách_ly trung_tâm_tế tp hồ_chí_minh tiến_hành mẫu diện điều_tra cộng_đồng mỹ đông nam trở bệnh_viện bệnh nhiệt_đới tp hồ_chí_minh kết_luận mẫu bệnh_phẩm bệnh_nhân dương_tính virus sarscov hiện bệnh_nhân cách_ly ca bệnh bn nữ quốc_tịch việt_nam dâu bệnh_nhân chăm_sóc bệnh_nhân bệnh_nhân ho sốt thở ca bệnh bn nữ quốc_tịch việt_nam sống làm_việc mátxcơva lb nga khu cách_ly trường đại_học fpt hoà lạc huyện thạch_thất hà_nội bệnh_nhân sốt độc kèm ho đau mỏi nhập_viện ca bệnh bn nữ quốc_tịch việt_nam bệnh_nhân làm_việc nhà_ăn bệnh_viện bạch mai tiếp_xúc hai ngày_nay bệnh_nhân sốt cơn_sốt nóng độ ho húng_hắng đờm trắng chảy nước_mũi đau mỏi nhập_viện tế đề_nghị người_dân hạn_chế tối_đa cần_thiết buộc đeo khẩu_trang tiếp_xúc thường_xuyên rửa xà_phòng dung_dịch sát_khuẩn thường_xuyên vệ_sinh nhà_cửa lau rửa thường_xuyên thông_thoáng sinh_hoạt lành_mạnh khai_báo_tế cập_nhật tình_hình sức_khoẻ hàng liên_hệ thường_xuyên cán_bộ_tế cơ_sở_tế
516,1701380185938457088,"Không ADN, không dấu vân tay nhưng tòa vẫn bắt Archie Williams giam cầm 38 năm cho đến khi được minh oan.

Theo The Advocate, Archie Williams bị bắt năm 22 tuổi, ở tù gần 37 năm cho đến khi được kết quả xét nghiệm ADN chứng minh vô tội vào tháng 3-2019 khi ông đã 58 tuổi. Thủ phạm thực sự được tìm thấy bằng công nghệ vân tay. Đó là Stephen Forbes - một kẻ cưỡng hiếp hàng loạt, đã chết trong tù.

",87,18,13,0,563,1,adn dấu vân bắt archie wiliams giam_cầm minh_oan the advocate archie wiliams bắt năm_tuổi tù kết_quả xét_nghiệm adn chứng_minh vô_tội thủ_phạm công_nghệ vân stephen forbes kẻ cưỡng_hiếp hàng_loạt chết tù
751,-2687365942972691968,"TIN BUỒN ĐẦU TUẦN - MỘT VỤ THẢM SÁT VỪA XẢY RA TẠI CANADA.

Theo nhà chức trách, trong số những nạn nhân có cả một nữ cảnh sát. Kẻ sát nhân có thể đã đối đầu với cảnh sát. Tuy nhiên y đã bị giết chết trong quá trình đấu súng.

Tại tỉnh Nova Scotia trên bờ biển phía đông của Canada, một người đàn ông đã giết chết ít nhất 16 người trong một cơn điên loạn. Một nữ cảnh sát cũng trở thành một trong số những nạn nhân, cảnh sát cho biết tại một cuộc họp báo. Việc điều tra đang bắt đầu. Tội phạm bị cáo buộc là một người đàn ông 51 tuổi, đã đối mặt với cảnh sát tại một trạm xăng phía Tây Bắc Halifax vào chiều chủ nhật, hôm qua, 19.04. Tuy nhiên y đã bị giết chết trong cuộc đấu súng. Hiện chưa rõ liệu có phải thủ phạm đã tự sát hay bị cảnh sát bắn chết. Trước đó đã có một cuộc săn đuổi diễn ra hàng giờ.

Các nạn nhân đã được tìm thấy ở nhiều địa điểm khác nhau tại tỉnh thuộc khu vực Đại Tây Dương, miền đông Canada.

Vào đêm hôm qua, Chủ nhật 19.04, các nhà điều tra đã tìm thấy nhiều người bị giết chết trong một khu chung cư. Cảnh sát trưởng Leather nói về một ""cảnh tượng hỗn loạn"" ở nơi xảy ra vụ thảm sát. Tại những nơi khác, có nhiều đống lửa được đốt lên ngoài vườn các khu nhà.

Ban đầu các nhà điều tra không cung cấp chi tiết về động cơ của kẻ gây án. Theo cảnh sát trưởng Leather, có nhiều dấu hiệu cho thấy nghi phạm đã lên kế hoạch trước cho cuộc thảm sát, trong đó nạn nhân bao gồm cả những người mà y không hề quen biết. Nghi phạm đã ăn mặc như một sĩ quan cảnh sát và lái một chiếc xe tuần tra.

Ngay trong đêm chủ nhật, cảnh sát hoàng gia Canada đã nhận được báo cáo về một kẻ tấn công vũ trang. Các cư dân đã được kêu gọi hãy ở trong nhà và đóng cửa. Sau đó, người ta bắt đầu nghe thấy tiếng súng nổ...

Sự kiện đã diễn ra tại thị trấn nhỏ Portapique thuộc tỉnh Nova Scotia. Cho đến bây giờ người ta cũng vẫn chưa biết lý do của vụ thảm sát. Thủ tướng Canada Justin Trudeau đã gọi đây là một ""tình huống khủng khiếp.""

Tình trạng sở hữu súng cá nhân là phổ biến ở Canada. Với 34,7 khẩu súng cho mỗi 100 người, Canada giữ vị trí thứ 5 trên thế giới. Mỹ đứng số 1 trong bảng xếp hạng với 120,5 khẩu súng/100 người. Tuy nhiên chuyện thảm sát ở Canada là rất hiếm. Gần đây nhất, đã xảy ra một vụ thảm sát tương tự làm nhiều người thiệt mạng vào năm 1989, khi một kẻ tội phạm bắn chết 14 phụ nữ tại trường ĐH Bách khoa Montreal.

***Tin đã được đưa bởi /dpa/Reuters/ap/fie/kler vor 58 Min.",24,3,2,0,40,2,tin_buồn đầu tuần vụ thảm_sát xảy canada nhà_chức_trách nạn_nhân nữ cảnh_sát kẻ sát_nhân đối_đầu cảnh_sát giết chết đấu súng tỉnh nova scotia bờ biển đông canada đàn_ông giết chết điên_loạn nữ cảnh_sát nạn_nhân cảnh_sát họp_báo điều_tra tội_phạm bị_cáo buộc đàn_ông đối_mặt cảnh_sát trạm xăng tây bắc halifax chiều chủ_nhật hôm_qua giết chết đấu súng hiện liệu thủ_phạm tự_sát cảnh_sát bắn chết săn_đuổi diễn hàng nạn_nhân địa_điểm tỉnh khu_vực đại tây dương miền đông canada đêm hôm_qua chủ_nhật điều_tra giết chết khu chung_cư cảnh_sát trưởng leather cảnh_tượng hỗn_loạn xảy vụ thảm_sát đống lửa đốt vườn khu ban_đầu điều_tra cung_cấp chi_tiết động_cơ kẻ án cảnh_sát trưởng leather dấu_hiệu nghi phạm kế_hoạch thảm_sát nạn_nhân bao_gồm hề quen_biết nghi phạm ăn_mặc sĩ_quan cảnh_sát lái xe tuần_tra đêm chủ_nhật cảnh_sát hoàng_gia canada báo_cáo kẻ tấn_công vũ_trang cư_dân kêu_gọi đóng_cửa ta tiếng súng nổ sự_kiện diễn thị_trấn portapique tỉnh nova scotia ta vụ thảm_sát thủ_tướng canada justin trudeau gọi tình_huống khủng_khiếp sở_hữu súng phổ_biến canada khẩu súng canada thế_giới mỹ đứng_số bảng xếp_hạng khẩu súng thảm_sát canada hiếm xảy vụ thảm_sát tương_tự thiệt_mạng kẻ tội_phạm bắn chết phụ_nữ trường đh bách_khoa montreal dpareutersapfiekler vor min
1378,266cf078603293ca58247d6f2c9d8446,"""Phần đóng góp tuy nhỏ bé nhưng Chi hi vọng không chỉ có mình mà còn nhiều người hơn nữa sẽ cùng góp sức để tiếp thêm sức mạnh cho Việt Nam, vì một cộng đồng luôn khoẻ mạnh.

Chi tin rằng nếu toàn dân đồng lòng chống dịch, nhất định chúng ta sẽ thành công"". Chi Pu kêu gọi mọi người cùng góp sức với mình.

---
Lá chắn virus Corona - bắn tin cực nhanh!
Tải app Lotus để follow: <URL>

#LaChanVirusCorona #Lotus #VCCorp #ICT_anti_nCoV",1772,50,44,0,784,55,đóng_góp nhỏ_bé chi hi_vọng mà_còn góp sức tiếp sức_mạnh việt_nam cộng_đồng khoẻ_mạnh chi toàn dân đồng_lòng chống dịch thành_công chi pu kêu_gọi góp sức lá_chắn virus corona bắn cực tải ap lotus folow url lachanviruscorona lotus vcorp ictantincov
507,68540f745128ae06728264a327534910,"""Con virus corona này là một thảm họa tương đương Chernobyl dành cho TQ nhưng có thể còn tệ hơn Chernobyl - vốn chỉ cục bộ."" - Thượng nghị sĩ Tom Cotton phát biểu, khuyến cáo nước Mỹ nên đóng cửa hoàn toàn đối với du khách Trung Quốc. Ông cũng vạch trần những lời nói dối của chính quyền TQ trong đại dịch.",48,6,74,0,1697,1,virus corona thảm_hoạ tương_đương chernobyl tq tệ chernobyl vốn cục_bộ thượng_nghị_sĩ tom coton phát_biểu khuyến_cáo mỹ đóng_cửa du_khách trung_quốc vạch_trần dối chính_quyền tq đại_dịch
3880,e013bf44a6dbb82c9ad59e7b3b6b2610,"**Thực hiện nghiêm túc việc phúc tra 100% cho khách hàng có sản lượng tăng đột biến từ 1,3 lần so với tháng trước liền kề.**

EVN chỉ đạo các đơn vị kiểm điểm và xử lý kỷ luật nghiêm Giám đốc đơn vị và cá nhân liên quan việc ghi sai chỉ số công tơ mà không phát hiện được khi thực hiện công tác ghi, kiểm tra, phúc tra chỉ số.

[<URL>](<URL>)",36,8,6,0,3273,1,nghiêm_túc phúc_tra khách_hàng sản_lượng đột_biến liền kề evn chỉ_đạo kiểm_điểm kỷ_luật nghiêm giám_đốc ghi sai chỉ_số công_tơ phát_hiện công_tác ghi kiểm_tra phúc_tra chỉ_số urlurl
3642,fa77207655a2f9dfdb5b0fd649c834c6,"...
Chủ nhiệm Uỷ ban Quốc phòng An ninh- Võ Trọng Việt nói “quê tôi cả xã đi xuất khẩu lao động”, và đi ra ngoài là đem hình ảnh thông minh, sáng tạo của người Việt ra thế giới. “Tôi đi một số nước thấy được đánh giá cao”...

Băn khoăn việc các hành vi lợi dụng, vi phạm nhưng phát hiện chưa kịp thời, chưa nghiêm, ông Việt đề nghị cần xem luật có lỗ hổng gì không? “Có ý kiến cho rằng, do tổ chức thực hiện cần xem chặt chẽ hơn. Lợi dụng làm mất hình ảnh, làm khổ người dân, phải nghiên cứu thắt chặt, đồng bộ, chặt chẽ hơn. Phải làm sao cho tổ chức cá nhân không lợi dụng làm ăn bất hợp phát được”, ông Việt đề nghị.
...",92,129,46,0,3615,1,chủ_nhiệm uỷ_ban quốc_phòng an_ninh võ trọng việt “ quê xã đi xuất_khẩu lao_động ” đi đem hình_ảnh thông_minh sáng_tạo việt thế_giới “ đi ” băn_khoăn hành_vi lợi_dụng vi_phạm phát_hiện kịp_thời nghiêm việt đề_nghị luật lỗ_hổng “ kiến tổ_chức chặt_chẽ lợi_dụng hình_ảnh khổ người_dân nghiên_cứu thắt chặt đồng_bộ chặt_chẽ tổ_chức lợi_dụng làm_ăn bất hợp phát ” việt đề_nghị
1431,26bdf7d18b61b493668adeb38b2d9e51,"Ngay trong kỳ nghỉ lễ 30/4 và 1/5, nhiều quận, huyện ở Hà Nội đã chi tiền hỗ trợ cho nhóm người có công, bảo trợ xã hội, hộ nghèo và cận nghèo. Tuy nhiên, công tác rà soát đối tượng tại nhiều nơi chưa chốt được do khó khăn",3,0,1,0,786,1,kỳ nghỉ lễ quận_huyện hà_nội chi tiền công bảo_trợ xã_hội hộ nghèo cận nghèo công_tác rà_soát đối_tượng chốt
830,d5c03b35abe8da9485f462af36879c8c,"VŨNG TÀU: BẮT KHẨN CẤP NHÓM CÔN ĐỒ R.ẠCH MẶT NỮ CÔNG NHÂN DÃ <URL>

Ngày 4/3, Công an huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu bắt khẩn cấp Dương Vân Phương (31 tuổi) để điều tra về hành vi Cố ý gây thương tích. Hai người khác bị cáo buộc liên quan đến vụ án là Nguyễn Thành Tâm (23 tuổi), Vũ Ngọc Bình (23 tuổi, cùng ngụ xã Bình Ba) được cho tại ngoại.

Rạng sáng 30/11/2019, chị N.T.K.H (26 tuổi) bị 3 người đàn ông bịt mặt đuổi theo khi đang đến công ty làm việc. Khi nữ công nhân chạy xe đến cổng công ty thì nhóm người này cũng ập tới.
Hai người trong nhóm bịt mặt lao vào giữ chị H. rồi dùng dao rọc giấy rạch 2 nhát vào mặt nạn nhân. Với một vết rạch kéo dài từ trán vòng qua má và tai phải khâu 25 mũi, nữ công nhân bị thương tích 12%.

Qua điều tra, công an xác định Tâm là người đã giữ chị H. để cho Phương dùng dao rạch mặt. Còn Bình là người điều khiển xe máy chở Phương đuổi theo nạn nhân.

Theo khai nhận, Phương từng làm bảo vệ tại công ty chị H. làm việc. Khi nghe một phụ nữ tên Nguyễn Ngọc Thùy Trang kể về mâu thuẫn trên mạng xã hội với chị H., Phương đã rủ Tâm và Bình đến gặp nạn nhân.

“Khi dùng dao rạch mặt nạn nhân, tay của đối tượng cũng bị rách nhiều nhát. Từ vết thương này mà công an đã lần ra đầu mối để bắt nhóm nghi can”, một cán bộ Công an huyện Châu Đức nói.
",50,19,8,0,3139,7,vũng_tàu bắt khẩn_cấp côn_đồ rạch mặt nữ công_nhân dã url ngày_công an huyện châu_đức tỉnh bà_rịa_vũng_tàu bắt khẩn_cấp_dương vân phương điều_tra hành_vi cố thương_tích hai bị_cáo buộc vụ án nguyễn_thành_tâm vũ_ngọc bình ngụ xã bình tại_ngoại rạng URL đàn_ông bịt mặt đuổi công_ty làm_việc nữ công_nhân chạy xe cổng công_ty ập hai bịt mặt lao dao rọc giấy rạch nhát mặt nạn_nhân vết rạch kéo_dài trán vòng má tai khâu mũi nữ công_nhân bị_thương tích điều_tra công_an xác_định tâm phương dao rạch mặt bình điều_khiển xe_máy chở phương đuổi nạn_nhân khai phương bảo_vệ công_ty làm_việc phụ_nữ nguyễn_ngọc thuỳ trang mâu_thuẫn mạng xã_hội phương rủ tâm bình nạn_nhân “ dao rạch mặt nạn_nhân đối_tượng rách nhát vết_thương công_an đầu_mối bắt nghi can ” cán_bộ công_an huyện châu_đức
743,ad257b6016939f836b967fca9d83079d,"Vì 100k nghìn tiền nợ game bắn cá mà nên nỗi cơ sự người chết kẻ vào tù: Tên Lượm đúng là “THÔI RỒI LƯỢM ƠI”.
",0,0,0,0,2663,1,nghìn tiền nợ game bắn cá nỗi cơ_sự chết kẻ tù lượm “ lượm ”
